Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
Samsung Galaxy Metro A21 New unlocked 32gb, (Highland),$150,QR Code Link to This Post   New barely used A21 great camera 32gb,"['condition: like new', 'mobile OS: android']",post id: 7412953564,posted: 2021-11-26 12:10,updated: 2021-11-26 15:28,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/patton-samsung-galaxy-metro-a21-new/7412953564.html
Apple IPad mini 16gb good condition reset factory (deliver available), (Glendale),$100,QR Code Link to This Post   IPad mini 1 16gb $100 32gb $120 64gb $140 Wifi only  Good condition  Come with charger usb cable and new Cover black  Deliver available in 10 to 15 miles for $10 extra  For more information text or call  8one8  8one8  For994 frank,"['condition: excellent', 'delivery available', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: IPad mini', 'size / dimensions: 16gb']",post id: 7401647364,posted: 2021-10-31 09:10,updated: 2021-11-26 12:06,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/glendale-apple-ipad-mini-16gb-good/7401647364.html
Apple IPad mini 16gb good condition reset factory (deliver available), (Glendale),$100,QR Code Link to This Post   IPad mini 1 16gb $100 32gb $120 64gb $140 Wifi only  Good condition  Come with charger usb cable and new Cover black  Deliver available in 10 to 15 miles for $10 extra  For more information text or call show contact info  frank,"['condition: excellent', 'delivery available', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: IPad mini', 'size / dimensions: 16gb']",post id: 7401645051,posted: 2021-10-31 09:05,updated: 2021-11-26 12:06,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/glendale-apple-ipad-mini-16gb-good/7401645051.html
iPhone repair & Cell phone repair. Mobile 🚘.Call text (661) 855-5626, (All valley areas),$79,"QR Code Link to This Post   Call or text (661) 855-5626    Best iPhone repair . Best prices. And best prices. Call or text us (661) 855-5626                         Cell phone repair, cell phone repair near me, phone screen repair, cell phone repair shop, phone repair, phone fixers, cell phone repair store, cell phone repair kit, cheap cell phone repair, cellular phone repair, cell phone fix, mobile device repair, cell phone repair services, smart phone repair, iphone repair, lcd, digitizer, battery, cracked, shattered, broken, 6, 6s 7, 7 plus, 8, 8 plus, x, xr, xs, xs Max, 11, 11 pro, 11 pro max, 12 , mini, 12 pro, ipad 1, ipad 2, ipad 3, ipad 4, ipad 5 5th generation, iPad 6 6th, ipad 7 7th gen, ipad 8.  Lcd, digitizer,Samsung, s3 , s4, s5, s6, s7, s8, plus, s9, s10, plus, ipad 2, ipad 3, ipad 4, ipad 5, ipad 6, ipad 7, ipad 8, iPad Air, iPad Air 2, iPad Air 3, iPad Air 4, iPad Pro 9.7, iPad Pro 10.5, iPad Pro 11, iPad Pro 12.9 1st gen , iPad Pro 12.9 2nd gen, iPad Pro 12.9 3rd gen, iPad Pro 12.9 4th gen, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th","['condition: like new', 'delivery available', 'make / manufacturer: iPhone repair cell phone repair', 'mobile OS: apple iOS', 'model name / number: iPad x xr xs 11 12 6 7 8 plus', 'size / dimensions: iPhone repair cell phone repair']",post id: 7412953921,posted: 2021-11-26 12:11,updated: 2021-11-26 12:11,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mod/d/san-fernando-iphone-repair-cell-phone/7412953921.html
Iphone 12 Max Pro 256GB, (la jolla),$990,QR Code Link to This Post   iPhone 12 Pro Max. I still have Apple care + until 2022! I never used it that means you can change the phone as many times as you want!,"['make / manufacturer: Iphone 12 pro max', 'mobile OS: apple iOS', 'model name / number: Iphone 12 pro max']",post id: 7408303439,posted: 2021-11-15 09:49,updated: 2021-11-26 11:59,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/la-jolla-iphone-12-max-pro-256gb/7408303439.html
iPhone 11 and Apple Watch series 5, (Rancho Santa Margarita),$850,QR Code Link to This Post   iPhone 11 and a Apple Watch series 5 combo. Great deal. Both products look like brand new.,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 11 and 5']",post id: 7412947151,posted: 2021-11-26 11:58,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/trabuco-canyon-iphone-11-and-apple/7412947151.html
iPhone Repair, (WEST LA),$110,"QR Code Link to This Post   We Fix: -Cracked Screen/Glass -Battery Replacement -Not Charging -Home Button -Power Button -Volume Button -Charging port -Bad Camera -Mic not Working -No Sound -Headphone Jack Port -Bad Speaker ...and More   Wireless Expo 2399 Westwood Blvd Los Angeles, CA, 90064  at the NW corner of Westwood and Pico across Guitar Center","['make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone']",post id: 7402115889,posted: 2021-11-01 11:20,updated: 2021-11-26 11:53,it's ok to contact this poster with services or other commercial interests,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-repair/7402115889.html
iPad Repair, (WEST LA),$90,"QR Code Link to This Post   We Fix: -Cracked Screen/Glass -Battery Replacement -Not Charging -Home Button -Power Button -Volume Button -Charging port -Bad Camera -Mic not Working -No Sound -Headphone Jack Port -Bad Speaker ...and More   www.wirelessexpola.com  Wireless Expo 2399 Westwood Blvd Los Angeles, CA, 90064  at the NW corner of Westwood and Pico across Guitar Center","['make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPad']",post id: 7402114453,posted: 2021-11-01 11:18,updated: 2021-11-26 11:53,it's ok to contact this poster with services or other commercial interests,https://losangeles.craigslist.org/wst/mob/d/los-angeles-ipad-repair/7402114453.html
Blackberry, (WEST LA),$50,"QR Code Link to This Post   Call for info: show contact info   We Also Fix: -Cracked Screen/Glass -Battery Replacement -Not Charging -Home Button -Power Button -Volume Button -Charging port -Bad Camera -Mic not Working -No Sound -Headphone Jack Port -Bad Speaker  ...and More  Wireless Expo 2399 Westwood Blvd Los Angeles, CA, 90064  at the NW corner of Westwood and Pico across Guitar Center","['make / manufacturer: Blackberry', 'mobile OS: blackberry']",post id: 7402114599,posted: 2021-11-01 11:18,updated: 2021-11-26 11:52,it's ok to contact this poster with services or other commercial interests,https://losangeles.craigslist.org/wst/mob/d/los-angeles-blackberry/7402114599.html
Apple iPhone 6 Plus 16GB Space Gray, (Los Angeles),$100,QR Code Link to This Post   Apple iPhone 6 Plus 16GB Space Gray in excellent condition.  $100.00,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7408320716,posted: 2021-11-15 10:17,updated: 2021-11-26 11:52,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/los-angeles-apple-iphone-plus-16gb/7408320716.html
Firm Price! Brand New in a Package Shockproof Clear Case for iPhone 11, (El Cajon),$15,"QR Code Link to This Post   Brand new case, never been used. For pick up only in El Cajon. Price is firm. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: apple iOS']",post id: 7410044155,posted: 2021-11-19 08:09,updated: 2021-11-26 11:51,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7410044155.html
Firm Price! Like New UNLOCKED Samsung Galaxy S20 PLUS, (El Cajon),$640,"QR Code Link to This Post   Like new, no scratches or dents. Works great. Unlocked. For pick up only in El Cajon. PRICE IS FIRM, all offers will be ignored and blocked. If you don't like the price then keep on scrolling. Case included.","['condition: like new', 'mobile OS: android']",post id: 7406851483,posted: 2021-11-12 01:59,updated: 2021-11-26 11:50,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-like-new-unlocked/7406851483.html
Firm Price! Brand New Case for Samsung Galaxy S21, (El Cajon),$15,"QR Code Link to This Post   Brand new case, never been used. Only for Samsung Galaxy S21 (NOT for S21 PLUS or S21 ULTRA). For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!","['condition: new', 'mobile OS: android']",post id: 7410022841,posted: 2021-11-19 07:31,updated: 2021-11-26 11:50,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-case-for/7410022841.html
Firm Price! Brand New Clear Case for Moto G Power 2021, (El Cajon),$15,"QR Code Link to This Post   Brand new case, never been used. PHONE NOT INCLUDED! Only for Motorola G Power 2021. For pick up in El Cajon only. Price is firm!","['condition: new', 'mobile OS: android']",post id: 7410022670,posted: 2021-11-19 07:31,updated: 2021-11-26 11:50,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-clear/7410022670.html
Firm Price! Brand New in a Package Case for iPhone 12 PRO MAX, (El Cajon),$20,"QR Code Link to This Post   Brand new case, never been used. Only for iPhone 12 PRO MAX (NOT for iPhone 12, 12 PRO or 12 MINI). For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: android']",post id: 7410013235,posted: 2021-11-19 07:11,updated: 2021-11-26 11:49,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-in/7410013235.html
Firm Price! Brand New Case for Samsung Galaxy NOTE 10 Only!, (El Cajon),$15,"QR Code Link to This Post   Brand new case, never been used. Only for Samsung Galaxy NOTE 10 (NOT for NOTE 10 PLUS). For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!","['condition: new', 'mobile OS: apple iOS']",post id: 7410012868,posted: 2021-11-19 07:11,updated: 2021-11-26 11:49,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-case-for/7410012868.html
Firm Price! Brand New Clear Case for Samsung Galaxy A52, (El Cajon),$15,"QR Code Link to This Post   Brand new clear case, never been used. For pick up in El Cajon only. PHONE NOT INCLUDED! Price is firm!!","['condition: new', 'mobile OS: android']",post id: 7409995318,posted: 2021-11-19 06:32,updated: 2021-11-26 11:49,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-clear/7409995318.html
Firm Price! Brand New in a Package Case for iPhone XR, (El Cajon),$20,"QR Code Link to This Post   Brand new case, never been used. Only for iPhone XR. For pick up in El Cajon only. Price is firm! PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: apple iOS']",post id: 7409995224,posted: 2021-11-19 06:32,updated: 2021-11-26 11:49,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-in/7409995224.html
Apple iPhone 12 Pro Max 5G 256GB Graphite Unlocked + NEW  AirPods Pro, (Orange County),"$1,199","QR Code Link to This Post   Available for SALE or TRADE is a pristine condition Apple iPhone 12 Pro Max 5G in Graphite with 256GB of storage. It's paid off with a clean IMEI and is factory unlocked and had been kept in a case since I've had it. It will include the new 2021 AirPods Pro with MagSafe case, Genuine Apple USB-C to Lighting cable, 2 cases (used), brand new ESR clear MagSafe case, and new SyncWire MagSafe USB-C Charger and Pad. I'm open to trades for: iPhones 11 Pro and newer, iMac 27"" 2015 and newer, MacBook Pro 15"" 2017 and newer, etc. Without a trade I'm only a accepting cash, full price offer. Thanks!","['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 12 Pro Max A3424']",post id: 7412916117,posted: 2021-11-26 10:56,updated: 2021-11-26 10:57,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/newport-beach-apple-iphone-12-pro-max/7412916117.html
TOP BUYER iPhone - Samsung Galaxy - I BEAT EVERYONE in PRICE!, (San Diego),,QR Code Link to This Post   For info: 6193766678  Have an iPhone or Samsung Galaxy ?  I'm paying Top $ for All!  Ready to meet Today with Cash  Text or Call 6193766678,['mobile OS: apple iOS'],post id: 7412944265,posted: 2021-11-26 11:51,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/ssd/mod/d/san-diego-top-buyer-iphone-samsung/7412944265.html
Samsung Headset with Hang Up Button, (Chula Vista),$15,QR Code Link to This Post   New Samsung Headset with Hang Up Button.  Text Ray  show contact info,"['condition: new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Headset with Hang Up Button']",post id: 7405676348,posted: 2021-11-09 10:15,updated: 2021-11-26 11:44,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/ssd/mob/d/chula-vista-samsung-headset-with-hang/7405676348.html
BLACK FRIDAY SALE! Samsung Galaxy S10E 128GB Black UNLOCKED, (Sherman Oaks),$200,"QR Code Link to This Post   ___________________________________________________________________________ PRODUCT DETAILS ________________________________________________________________________  UNLOCKED to any carrier-Sprint, T-Mobile, Verizon, AT&T, Metro, prepaid carriers, internationally unlocked ✅. In 💯 EXCELLENT working and cosmetic condition! Fully functional with no defects, 100% battery 🔋 health, clean IMEI, OEM.   All devices sold at Cell Funds are tested by both 💻 software and 🤓 technicians. Every device comes with a 🗓14-day warranty ✅ . We have 100's of 5-star ⭐️ reviews. 📷 Photos displayed are of the actual products for sale.  Starter kit available upon request for $24.99 for any of the three items: tempered glass, case, earphones, charger.  PLEASE LOOK AT MY OTHER LISTINGS! We also BUY 💸 SELL, AND FIX 🤓 PHONES!   ___________________________________________________________________________ STORE LOCATION  ___________________________________________________________________________ 14429 Ventura Blvd Suite 108 Sherman Oaks CA 91432 Monday - Friday 8AM - 8PM Saturday & Sunday - 11AM - 5PM (818) 989-3175  We have been in business for +12 years 😲 Cell Funds is located on the corner of Van Nuys and Ventura Blvd in Sherman Oaks ___________________________________________________________________________ OTHER PRODUCT DETAILS  ___________________________________________________________________________  Price is subjected to TAX | Call for availability | Wholesale Discounts start at 5 Units and Above | No Discounts Provided on Single Unit Purchases  Price List of all UNLOCKED📱Phones that we have:  IPHONE 5C IPHONE 5C 8GB-$30 IPHONE 5C 16GB-$40 IPHONE 5C 32GB-$50  IPHONE 5 IPHONE 5 16GB-$40 IPHONE 5 32GB-$50 IPHONE 5 64GB-$60  IPHONE 5S IPHONE 5S 16GB -$50 IPHONE 5S 32GB-$60 IPHONE 5S 64GB-$70  IPHONE SE IPHONE SE 16GB-$60 IPHONE SE 32GB-$80 IPHONE SE 64GB-$100  IPHONE 6 IPHONE 6 16GB-$90 IPHONE 6 32GB-$100 IPHONE 6 64GB-$120 IPHONE 6 128GB-$140  IPHONE 6 PLUS IPHONE 6 PLUS 16GB-$120 IPHONE 6 PLUS 64GB-$140 IPHONE 6 PLUS 128GB-$160  IPHONE 6S IPHONE 6S 16GB-$110 IPHONE 6S 32GB-$130 IPHONE 6S 64GB-$140 IPHONE 6S 128GB-$160  IPHONE 6S PLUS IPHONE 6S PLUS 16GB-$140 IPHONE 6S PLUS 32GB-$160 IPHONE 6S PLUS 64GB-$180 IPHONE 6S PLUS 128GB-$200  IPHONE 7 IPHONE 7 32GB-$150 IPHONE 7 128GB-$170 IPHONE 7 256GB-$190  IPHONE 7 PLUS IPHONE 7 PLUS 32GB-$200 IPHONE 7 PLUS 128GB-$220 IPHONE 7 PLUS 256GB-$240  IPHONE 8 IPHONE 8 64GB-$220 IPHONE 8 128GB-$240 IPHONE 8 256GB -$260  IPHONE 8 PLUS IPHONE 8 PLUS 64GB-$280 IPHONE 8 PLUS 128GB-$300 IPHONE 8 PLUS 256GB-$320  IPHONE X IPHONE X 64GB-$340 IPHONE X 256GB-$360  IPHONE XR IPHONE XR 64GB-$360 IPHONE XR 128GB-$380 IPHONE XR 256GB-$400  IPHONE XS IPHONE XS 64GB-$400 IPHONE XS 256GB-$420 IPHONE XS 512GB-$440  IPHONE XS MAXX IPHONE XS MAX 64GB-$440 IPHONE XS MAX 256GB-$460 IPHONE XS MAX 512GB-$480    IPHONE SE (2ND GEN) IPHONE SE (2020) 64GB-$250 IPHONE SE (2020) 128GB-$270 IPHONE SE (2020) 512GB-$290  IPHONE 11 IPHONE 11 64GB-$450 IPHONE 11 128GB-$500 IPHONE 11 512GB-$550  IPHONE 11 PRO IPHONE 11 PRO 64GB-$650 IPHONE 11 PRO 256GB-$700 IPHONE 11 PRO 512GB-$750  IPHONE 11 PRO MAX IPHONE 11 PRO MAX 64GB-$700 IPHONE 11 PRO MAX 256GB-$750 IPHONE 11 PRO MAX 512GB-$800  IPHONE 12 MINI IPHONE 12 MINI 64GB-$600 IPHONE 12 MINI 256GB-$580 IPHONE 12 MINI 512GB-$680  IPHONE 12 IPHONE 12 64GB-$630 IPHONE 12 128GB-$680 IPHONE 12 256GB-$780  IPHONE 12 PRO IPHONE 12 PRO 128GB-$800 IPHONE 12 PRO 256GB-$850 IPHONE 12 PRO 512GB-$900  IPHONE 12 PRO MAX IPHONE 12 PRO MAX 128GB-$900 IPHONE 12 PRO MAX 256GB-$950 IPHONE 12 PRO MAX 512GB-$1,000 ___________________________________________________________________________ REPAIR PRICE LIST  ___________________________________________________________________________  SCREEN AND LCD REPLACEMENT  IPHONE 5,5s,SE Full LCD Replacement - $40 IPHONE 6 Full LCD Replacement - $60 IPHONE 6 PLUS Full LCD Replacement - $60 IPHONE 6S Full LCD Replacement - $60 IPHONE 6S PLUS Full LCD Replacement - $65 IPHONE 7 Full LCD Replacement - $70 IPHONE 7 PLUS Full LCD Replacement - $75 IPHONE 8 Full LCD Replacement - $80 IPHONE 8 PLUS Full LCD Replacement- $85 IPHONE X Full LCD Replacement - $140 IPHONE XS Full LCD Replacement - $190 IPHONE XS MAX Full LCD Replacement - $210 IPHONE XR Full LCD Replacement - $140 IPHONE 11 Full LCD Replacement - $180 IPHONE 11 Pro Full LCD Replacement - $220 IPHONE 11 Pro Maxx Full LCD Replacement - $260  BACK SCREEN REPLACEMENT  IPHONE 8 - $100 IPHONE 8 PLUS - $100 IPHONE X - $120 IPHONE XR - $130 IPHONE XS - $130 IPHONE XS MAX - $150 IPHONE 11 - $150 IPHONE 11 PRO - $150 IPHONE 11 PRO MAX - $170  BATTERY, CHARGING PORT, FRONT/BACK CAMERA REPLACEMENTS ALL IPHONE MODELS - $35 IPAD REPAIRS  IPAD mini 1 Glass Only $40 Digitizer $80 IPAD mini 2 Glass Only $45 Digitizer $140 IPAD mini 3 Glass Only $50 Digitizer $140 IPAD mini 4 Digitizer $140   IPAD AIR 1 Glass Only $60 Digitizer $120 IPAD AIR 2 Glass Only $130 IPAD AIR 5 GLASS ONLY $120","['condition: like new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Galaxy S10E']",post id: 7412941708,posted: 2021-11-26 11:46,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mod/d/sherman-oaks-black-friday-sale-samsung/7412941708.html
